lat,lon,pgv,lnpgv_uncertainty
47.8,5.9,2.132e-05,0.4988
47.8,5.9083,2.146e-05,0.4988
47.8,5.9167,2.16e-05,0.4988
47.8,5.925,2.174e-05,0.4988
47.8,5.9333,2.188e-05,0.4988
47.8,5.9417,2.202e-05,0.4988
47.8,5.95,2.216e-05,0.4988
47.8,5.9583,2.23e-05,0.4988
47.8,5.9667,2.245e-05,0.4988
47.8,5.975,2.26e-05,0.4988
47.8,5.9833,2.275e-05,0.4988
47.8,5.9917,2.29e-05,0.4988
47.8,6,2.305e-05,0.4988
47.8,6.0083,2.32e-05,0.4988
47.8,6.0167,2.335e-05,0.4988
47.8,6.025,2.351e-05,0.4988
47.8,6.0333,2.367e-05,0.4988
47.8,6.0417,2.382e-05,0.4988
47.8,6.05,2.398e-05,0.4988
47.8,6.0583,2.415e-05,0.4988
47.8,6.0667,3.633e-05,0.4988
47.8,6.075,3.657e-05,0.4988
47.8,6.0833,3.102e-05,0.4988
47.8,6.0917,3.123e-05,0.4988
47.8,6.1,3.959e-05,0.4988
47.8,6.1083,3.986e-05,0.4988
47.8,6.1167,3.784e-05,0.4988
47.8,6.125,3.811e-05,0.4988
47.8,6.1333,4.069e-05,0.4988
47.8,6.1417,4.098e-05,0.4988
47.8,6.15,3.278e-05,0.4988
47.8,6.1583,3.301e-05,0.4988
47.8,6.1667,5.452e-05,0.4988
47.8,6.175,5.49e-05,0.4988
47.8,6.1833,5.529e-05,0.4988
47.8,6.1917,5.569e-05,0.4988
47.8,6.2,2.716e-05,0.4988
47.8,6.2083,2.736e-05,0.4988
47.8,6.2167,2.755e-05,0.4988
47.8,6.225,2.775e-05,0.4988
47.8,6.2333,2.795e-05,0.4988
47.8,6.2417,2.816e-05,0.4988
47.8,6.25,5.857e-05,0.4988
47.8,6.2583,5.9e-05,0.4988
47.8,6.2667,5.943e-05,0.4988
47.8,6.275,5.987e-05,0.4988
47.8,6.2833,4.63e-05,0.4988
47.8,6.2917,4.664e-05,0.4988
47.8,6.3,4.563e-05,0.4988
47.8,6.3083,4.597e-05,0.4988
47.8,6.3167,4.77e-05,0.4988
47.8,6.325,4.806e-05,0.4988
47.8,6.3333,4.843e-05,0.4988
47.8,6.3417,4.88e-05,0.4988
47.8,6.35,4.918e-05,0.4988
47.8,6.3583,4.956e-05,0.4988
47.8,6.3667,4.994e-05,0.4988
47.8,6.375,5.033e-05,0.4988
47.8,6.3833,5.073e-05,0.4988
47.8,6.3917,5.113e-05,0.4988
47.8,6.4,5.153e-05,0.4988
47.8,6.4083,5.194e-05,0.4988
47.8,6.4167,5.236e-05,0.4988
47.8,6.425,5.278e-05,0.4987
47.8,6.4333,5.32e-05,0.4987
47.8,6.4417,5.364e-05,0.4987
47.8,6.45,3.412e-05,0.4987
47.8,6.4583,3.44e-05,0.4987
47.8,6.4667,3.468e-05,0.4987
47.8,6.475,3.497e-05,0.4987
47.8,6.4833,3.526e-05,0.4987
47.8,6.4917,3.556e-05,0.4987
47.8,6.5,3.586e-05,0.4987
47.8,6.5083,3.616e-05,0.4987
47.8,6.5167,3.647e-05,0.4987
47.8,6.525,3.678e-05,0.4987
47.8,6.5333,3.71e-05,0.4987
47.8,6.5417,3.742e-05,0.4986
47.8,6.55,3.775e-05,0.4986
47.8,6.5583,3.808e-05,0.4986
47.8,6.5667,3.842e-05,0.4986
47.8,6.575,3.876e-05,0.4986
47.8,6.5833,3.91e-05,0.4986
47.8,6.5917,3.946e-05,0.4986
47.8,6.6,3.981e-05,0.4986
47.8,6.6083,4.018e-05,0.4986
47.8,6.6167,4.055e-05,0.4985
47.8,6.625,4.092e-05,0.4985
47.8,6.6333,4.13e-05,0.4985
47.8,6.6417,4.169e-05,0.4985
47.8,6.65,4.209e-05,0.4985
47.8,6.6583,4.249e-05,0.4985
47.8,6.6667,4.289e-05,0.4985
47.8,6.675,4.331e-05,0.4984
47.8,6.6833,4.373e-05,0.4984
47.8,6.6917,4.416e-05,0.4984
47.8,6.7,4.46e-05,0.4984
47.8,6.7083,4.504e-05,0.4984
47.8,6.7167,4.55e-05,0.4983
47.8,6.725,4.596e-05,0.4983
47.8,6.7333,4.643e-05,0.4983
47.8,6.7417,4.69e-05,0.4983
47.8,6.75,4.739e-05,0.4983
47.8,6.7583,4.789e-05,0.4982
47.8,6.7667,4.839e-05,0.4982
47.8,6.775,4.891e-05,0.4982
47.8,6.7833,4.944e-05,0.4982
47.8,6.7917,4.997e-05,0.4981
47.8,6.8,5.052e-05,0.4981
47.8,6.8083,5.108e-05,0.4981
47.8,6.8167,5.165e-05,0.498
47.8,6.825,5.223e-05,0.498
47.8,6.8333,5.282e-05,0.498
47.8,6.8417,5.343e-05,0.4979
47.8,6.85,5.405e-05,0.4979
47.8,6.8583,5.468e-05,0.4979
47.8,6.8667,5.533e-05,0.4978
47.8,6.875,5.599e-05,0.4978
47.8,6.8833,5.666e-05,0.4977
47.8,6.8917,5.735e-05,0.4977
47.8,6.9,5.806e-05,0.4977
47.8,6.9083,5.878e-05,0.4976
47.8,6.9167,5.952e-05,0.4976
47.8,6.925,6.027e-05,0.4975
47.8,6.9333,6.104e-05,0.4975
47.8,6.9417,6.183e-05,0.4974
47.8,6.95,6.264e-05,0.4974
47.8,6.9583,6.347e-05,0.4973
47.8,6.9667,6.432e-05,0.4973
47.8,6.975,6.519e-05,0.4972
47.8,6.9833,6.608e-05,0.4971
47.8,6.9917,6.7e-05,0.4971
47.8,7,6.793e-05,0.497
47.8,7.0083,6.889e-05,0.497
47.8,7.0167,6.988e-05,0.4969
47.8,7.025,7.089e-05,0.4968
47.8,7.0333,7.192e-05,0.4967
47.8,7.0417,7.299e-05,0.4967
47.8,7.05,7.408e-05,0.4966
47.8,7.0583,7.519e-05,0.4965
47.8,7.0667,7.634e-05,0.4964
47.8,7.075,7.752e-05,0.4964
47.8,7.0833,7.873e-05,0.4963
47.8,7.0917,7.997e-05,0.4962
47.8,7.1,8.124e-05,0.4961
47.8,7.1083,8.254e-05,0.496
47.8,7.1167,0.0001329,0.4959
47.8,7.125,0.0001351,0.4958
47.8,7.1333,0.0001373,0.4957
47.8,7.1417,0.0001396,0.4956
47.8,7.15,0.000142,0.4955
47.8,7.1583,0.0001444,0.4954
47.8,7.1667,0.0001468,0.4953
47.8,7.175,0.0001494,0.4951
47.8,7.1833,0.000152,0.495
47.8,7.1917,0.0001547,0.4949
47.8,7.2,0.0001574,0.4948
47.8,7.2083,0.0001602,0.4946
47.8,7.2167,0.0001631,0.4945
47.8,7.225,0.0001661,0.4944
47.8,7.2333,0.0001691,0.4942
47.8,7.2417,0.0001722,0.4941
47.8,7.25,0.0001754,0.4939
47.8,7.2583,0.0001786,0.4938
47.8,7.2667,0.000182,0.4936
47.8,7.275,0.0001854,0.4935
47.8,7.2833,0.0001888,0.4933
47.8,7.2917,0.0001924,0.4931
47.8,7.3,0.000196,0.493
47.8,7.3083,0.0001997,0.4928
47.8,7.3167,0.0002035,0.4926
47.8,7.325,0.0002073,0.4924
47.8,7.3333,0.0002698,0.4923
47.8,7.3417,0.0002748,0.4921
47.8,7.35,0.0001967,0.4919
47.8,7.3583,0.0002004,0.4917
47.8,7.3667,0.0002903,0.4915
47.8,7.375,0.0002956,0.4913
47.8,7.3833,0.0003009,0.4911
47.8,7.3917,0.0003062,0.4909
47.8,7.4,0.0002439,0.4907
47.8,7.4083,0.000248,0.4906
47.8,7.4167,0.0002522,0.4904
47.8,7.425,0.0002563,0.4902
47.8,7.4333,0.0002604,0.49
47.8,7.4417,0.0002645,0.4898
47.8,7.45,0.0002684,0.4896
47.8,7.4583,0.0002723,0.4895
47.8,7.4667,0.0003528,0.4893
47.8,7.475,0.0003575,0.4891
47.8,7.4833,0.0002833,0.489
47.8,7.4917,0.0002867,0.4888
47.8,7.5,0.0005118,0.4887
47.8,7.5083,0.0005172,0.4885
47.8,7.5167,0.0005222,0.4884
47.8,7.525,0.0005268,0.4883
47.8,7.5333,0.000531,0.4881
47.8,7.5417,0.0005348,0.488
47.8,7.55,0.0005381,0.4879
47.8,7.5583,0.0005409,0.4879
47.8,7.5667,0.0003077,0.4878
47.8,7.575,0.0003087,0.4877
47.8,7.5833,0.0003094,0.4877
47.8,7.5917,0.0003098,0.4876
47.8,7.6,0.0003959,0.4876
47.8,7.6083,0.0003956,0.4876
47.8,7.6167,0.000395,0.4876
47.8,7.625,0.0003939,0.4876
47.8,7.6333,0.0003925,0.4876
47.8,7.6417,0.0003907,0.4876
47.8,7.65,0.0003885,0.4876
47.8,7.6583,0.000386,0.4877
47.8,7.6667,0.0003946,0.4877
47.8,7.675,0.0003914,0.4878
47.8,7.6833,0.000186,0.4878
47.8,7.6917,0.0001842,0.4879
47.8,7.7,0.0001823,0.488
47.8,7.7083,0.0001802,0.488
47.8,7.7167,0.0001781,0.4881
47.8,7.725,0.0001758,0.4882
47.8,7.7333,0.0001735,0.4883
47.8,7.7417,0.0001712,0.4884
47.8,7.75,0.0001688,0.4885
47.8,7.7583,0.0001663,0.4886
47.8,7.7667,0.0001638,0.4887
47.8,7.775,0.0001612,0.4888
47.8,7.7833,0.0001587,0.4889
47.8,7.7917,0.0001561,0.489
47.8,7.8,0.0001536,0.4891
47.8,7.8083,0.000151,0.4892
47.8,7.8167,0.0001485,0.4893
47.8,7.825,0.0001459,0.4894
47.8,7.8333,0.0001434,0.4895
47.8,7.8417,0.0001409,0.4895
47.8,7.85,0.0001384,0.4896
47.8,7.8583,0.000136,0.4897
47.8,7.8667,0.0001336,0.4897
47.8,7.875,0.0001313,0.4898
47.8,7.8833,0.0001289,0.4899
47.8,7.8917,0.0001267,0.4899
47.8,7.9,0.0001244,0.49
47.8,7.9083,0.0001222,0.49
47.8,7.9167,0.0001201,0.49
47.8,7.925,0.000118,0.49
47.8,7.9333,0.000116,0.4901
47.8,7.9417,0.000114,0.4901
47.8,7.95,0.000112,0.4901
47.8,7.9583,0.0001101,0.49
47.8,7.9667,0.0001083,0.49
47.8,7.975,0.0001065,0.49
47.8,7.9833,0.0001047,0.49
47.8,7.9917,0.000103,0.4899
47.8,8,0.0001014,0.4899
47.8,8.0083,9.975e-05,0.4898
47.8,8.0167,9.819e-05,0.4897
47.8,8.025,9.667e-05,0.4896
47.8,8.0333,9.519e-05,0.4896
47.8,8.0417,9.376e-05,0.4895
47.8,8.05,9.238e-05,0.4893
47.8,8.0583,9.103e-05,0.4892
47.8,8.0667,8.973e-05,0.4891
47.8,8.075,8.847e-05,0.4889
47.8,8.0833,8.725e-05,0.4888
47.8,8.0917,8.607e-05,0.4886
47.8,8.1,8.492e-05,0.4884
47.8,8.1083,8.382e-05,0.4882
47.8,8.1167,8.274e-05,0.488
47.8,8.125,8.169e-05,0.4877
47.8,8.1333,8.069e-05,0.4874
47.8,8.1417,7.971e-05,0.4872
47.8,8.15,7.877e-05,0.4869
47.8,8.1583,7.787e-05,0.4865
47.8,8.1667,7.699e-05,0.4862
47.8,8.175,5.071e-05,0.4858
47.8,8.1833,7.534e-05,0.4854
47.8,8.1917,4.21e-05,0.4849
47.8,8.2,7.954e-05,0.4844
47.8,8.2083,4.701e-05,0.4839
47.8,8.2167,4.951e-05,0.4833
47.8,8.225,4.742e-05,0.4827
47.8,8.2333,4.523e-05,0.482
47.8,8.2417,4.87e-05,0.4813
47.8,8.25,7.198e-05,0.4805
47.8,8.2583,5.597e-05,0.4797
47.8,8.2667,5.324e-05,0.4787
47.8,8.275,6.581e-05,0.4777
47.8,8.2833,6.8e-05,0.4766
47.8,8.2917,7.172e-05,0.4754
47.8,8.3,6.735e-05,0.4741
47.8,8.3083,4.297e-05,0.4727
47.8,8.3167,4.125e-05,0.4712
47.8,8.325,3.585e-05,0.4695
47.8,8.3333,5.323e-05,0.4677
47.8,8.3417,6.56e-05,0.4657
47.8,8.35,6.338e-05,0.4635
47.8,8.3583,4.384e-05,0.4611
47.8,8.3667,5.126e-05,0.4586
47.8,8.375,5.333e-05,0.4557
47.8,8.3833,4.853e-05,0.4526
47.8,8.3917,4.473e-05,0.4493
47.8,8.4,4.64e-05,0.4457
47.8,8.4083,5.031e-05,0.4417
47.8,8.4167,5.611e-05,0.4375
47.8,8.425,5.457e-05,0.433
47.8,8.4333,3.789e-05,0.4283
47.8,8.4417,5.542e-05,0.4234
47.8,8.45,5.517e-05,0.4185
47.8,8.4583,4.93e-05,0.4138
47.8,8.4667,5.539e-05,0.4095
47.8,8.475,4.023e-05,0.406
47.8,8.4833,4.25e-05,0.4036
47.8,8.4917,3.335e-05,0.4026
47.8,8.5,3.353e-05,0.403
47.8,8.5083,5.187e-05,0.4048
47.8,8.5167,4.894e-05,0.4078
47.8,8.525,5.264e-05,0.4116
47.8,8.5333,4.602e-05,0.4158
47.8,8.5417,4.289e-05,0.4203
47.8,8.55,3.191e-05,0.4247
47.8,8.5583,4.888e-05,0.4289
47.8,8.5667,4.912e-05,0.4329
47.8,8.575,4.765e-05,0.4366
47.8,8.5833,5.003e-05,0.44
47.8,8.5917,4.089e-05,0.4432
47.8,8.6,4.046e-05,0.446
47.8,8.6083,4.071e-05,0.4485
47.8,8.6167,4.153e-05,0.4508
47.8,8.625,4.504e-05,0.4528
47.8,8.6333,5.086e-05,0.4547
47.8,8.6417,4.884e-05,0.4563
47.8,8.65,4.718e-05,0.4578
47.8,8.6583,4.346e-05,0.4591
47.8,8.6667,4.246e-05,0.4603
47.8,8.675,4.258e-05,0.4613
47.8,8.6833,4.733e-05,0.4622
47.8,8.6917,4.206e-05,0.4631
47.8,8.7,4.83e-05,0.4638
47.8,8.7083,4.147e-05,0.4645
47.8,8.7167,0.0001236,0.4651
47.8,8.725,9.041e-05,0.4656
47.8,8.7333,4.073e-05,0.4661
47.8,8.7417,4.027e-05,0.4665
47.8,8.75,2.948e-05,0.4669
47.8,8.7583,3.992e-05,0.4672
47.8,8.7667,4.342e-05,0.4675
47.8,8.775,5.649e-05,0.4678
47.8,8.7833,2.821e-05,0.4681
47.8,8.7917,3.194e-05,0.4683
47.8,8.8,3.146e-05,0.4686
47.8,8.8083,3.097e-05,0.4688
47.8,8.8167,2.546e-05,0.4691
47.8,8.825,4.343e-05,0.4693
47.8,8.8333,6.867e-05,0.4696
47.8,8.8417,6.317e-05,0.4699
47.8,8.85,5.971e-05,0.4702
47.8,8.8583,5.722e-05,0.4706
47.8,8.8667,7.823e-05,0.4709
47.8,8.875,8.313e-05,0.4714
47.8,8.8833,5.3e-05,0.4718
47.8,8.8917,4.445e-05,0.4723
47.8,8.9,4.015e-05,0.4728
47.8,8.9083,3.756e-05,0.4734
47.8,8.9167,5.474e-05,0.474
47.8,8.925,8.922e-05,0.4746
47.8,8.9333,4.114e-05,0.4753
47.8,8.9417,3.23e-05,0.4759
47.8,8.95,3.648e-05,0.4766
47.8,8.9583,3.196e-05,0.4773
47.8,8.9667,3.226e-05,0.478
47.8,8.975,2.986e-05,0.4788
47.8,8.9833,5.595e-05,0.4795
47.8,8.9917,2.992e-05,0.4802
47.8,9,2.956e-05,0.4809
47.8,9.0083,2.475e-05,0.4816
47.8,9.0167,3.188e-05,0.4823
47.8,9.025,2.309e-05,0.483
47.8,9.0333,2.417e-05,0.4836
47.8,9.0417,5.614e-05,0.4843
47.8,9.05,5.547e-05,0.4849
47.8,9.0583,3.294e-05,0.4855
47.8,9.0667,3.255e-05,0.4861
47.8,9.075,3.217e-05,0.4866
47.8,9.0833,2.915e-05,0.4872
47.8,9.0917,2.952e-05,0.4877
47.8,9.1,2.545e-05,0.4882
47.8,9.1083,2.817e-05,0.4887
47.8,9.1167,2.955e-05,0.4891
47.8,9.125,4.326e-05,0.4896
47.8,9.1333,5.197e-05,0.49
47.8,9.1417,2.5e-05,0.4904
47.8,9.15,2.76e-05,0.4908
47.8,9.1583,2.78e-05,0.4912
47.8,9.1667,2.314e-05,0.4915
47.8,9.175,3.133e-05,0.4919
47.8,9.1833,2.386e-05,0.4922
47.8,9.1917,2.38e-05,0.4925
47.8,9.2,2.349e-05,0.4928
47.8,9.2083,2.78e-05,0.4931
47.8,9.2167,2.424e-05,0.4933
47.8,9.225,2.347e-05,0.4936
47.8,9.2333,4.595e-05,0.4939
47.8,9.2417,2.307e-05,0.4941
47.8,9.25,2.929e-05,0.4943
47.8,9.2583,4.661e-05,0.4945
47.8,9.2667,2.826e-05,0.4947
47.8,9.275,8.759e-05,0.4949
47.8,9.2833,8.104e-05,0.4951
47.8,9.2917,4.258e-05,0.4953
47.8,9.3,2.136e-05,0.4954
47.8,9.3083,2.996e-05,0.4956
47.8,9.3167,2.146e-05,0.4958
47.8,9.325,2.05e-05,0.4959
47.8,9.3333,1.969e-05,0.496
47.8,9.3417,2.16e-05,0.4962
47.8,9.35,1.928e-05,0.4963
47.8,9.3583,1.856e-05,0.4964
47.8,9.3667,1.873e-05,0.4965
47.8,9.375,2.064e-05,0.4967
47.8,9.3833,2.601e-05,0.4968
47.8,9.3917,1.825e-05,0.4969
47.8,9.4,1.799e-05,0.4969
47.8,9.4083,1.881e-05,0.497
47.8,9.4167,1.92e-05,0.4971
47.8,9.425,1.909e-05,0.4972
47.8,9.4333,2.147e-05,0.4973
47.8,9.4417,2.979e-05,0.4974
47.8,9.45,1.562e-05,0.4974
47.8,9.4583,1.637e-05,0.4975
47.8,9.4667,1.844e-05,0.4976
47.8,9.475,3.092e-05,0.4976
47.8,9.4833,2.878e-05,0.4977
47.8,9.4917,3.721e-05,0.4977
47.8,9.5,1.961e-05,0.4978
47.8,9.5083,2.644e-05,0.4978
47.8,9.5167,3.241e-05,0.4979
47.8,9.525,1.712e-05,0.4979
47.8,9.5333,2.979e-05,0.498
47.8,9.5417,1.9e-05,0.498
47.8,9.55,1.827e-05,0.4981
47.8,9.5583,1.716e-05,0.4981
47.8,9.5667,1.714e-05,0.4981
47.8,9.575,2.706e-05,0.4982
47.8,9.5833,2.686e-05,0.4982
47.8,9.5917,2.667e-05,0.4982
47.8,9.6,2.648e-05,0.4983
47.8,9.6083,3.03e-05,0.4983
47.8,9.6167,3.008e-05,0.4983
47.8,9.625,2.591e-05,0.4983
47.8,9.6333,2.573e-05,0.4984
47.8,9.6417,2.555e-05,0.4984
47.8,9.65,2.537e-05,0.4984
47.8,9.6583,3.095e-05,0.4984
47.8,9.6667,3.074e-05,0.4985
47.8,9.675,2.485e-05,0.4985
47.8,9.6833,2.468e-05,0.4985
47.8,9.6917,2.452e-05,0.4985
47.8,9.7,2.435e-05,0.4985
47.8,9.7083,2.419e-05,0.4985
47.8,9.7167,2.403e-05,0.4986
47.8,9.725,2.387e-05,0.4986
47.8,9.7333,2.371e-05,0.4986
47.8,9.7417,2.355e-05,0.4986
47.8,9.75,2.34e-05,0.4986
47.8,9.7583,2.325e-05,0.4986
47.8,9.7667,2.309e-05,0.4986
47.8,9.775,2.294e-05,0.4986
47.8,9.7833,2.28e-05,0.4987
47.8,9.7917,3.13e-05,0.4987
47.8,9.8,3.11e-05,0.4987
47.8,9.8083,3.09e-05,0.4987
47.8,9.8167,3.071e-05,0.4987
47.8,9.825,2.596e-05,0.4987
47.8,9.8333,2.579e-05,0.4987
47.8,9.8417,2.181e-05,0.4987
47.8,9.85,2.167e-05,0.4987
47.8,9.8583,2.154e-05,0.4987
47.8,9.8667,2.14e-05,0.4987
47.8,9.875,2.939e-05,0.4987
47.8,9.8833,2.921e-05,0.4987
47.8,9.8917,2.101e-05,0.4988
47.8,9.9,2.088e-05,0.4988
47.8,9.9083,2.076e-05,0.4988
47.8,9.9167,2.063e-05,0.4988
47.8,9.925,2.051e-05,0.4988
47.8,9.9333,2.039e-05,0.4988
47.8,9.9417,2.026e-05,0.4988
47.8,9.95,2.014e-05,0.4988
47.8,9.9583,2.002e-05,0.4988
47.8,9.9667,1.991e-05,0.4988
47.8,9.975,2.326e-05,0.4988
47.8,9.9833,2.312e-05,0.4988
47.8,9.9917,1.956e-05,0.4988
47.8,10,1.944e-05,0.4988
47.8,10.0083,1.933e-05,0.4988
47.8,10.0167,1.922e-05,0.4988
47.8,10.025,2.066e-05,0.4988
47.8,10.0333,2.054e-05,0.4988
47.8,10.0417,1.983e-05,0.4988
47.8,10.05,1.972e-05,0.4988
47.8,10.0583,2.294e-05,0.4988
47.8,10.0667,2.28e-05,0.4988
47.8,10.075,1.846e-05,0.4988
47.8,10.0833,1.835e-05,0.4988
47.8,10.0917,2.242e-05,0.4988
47.8,10.1,2.229e-05,0.4988
47.8,10.1083,2.217e-05,0.4988
47.8,10.1167,2.204e-05,0.4988
47.8,10.125,2.192e-05,0.4988
47.8,10.1333,2.18e-05,0.4988
47.8,10.1417,2.168e-05,0.4988
47.8,10.15,2.155e-05,0.4988
47.8,10.1583,2.144e-05,0.4988
47.8,10.1667,2.132e-05,0.4988
47.8,10.175,1.795e-05,0.4988
47.8,10.1833,1.785e-05,0.4988
47.8,10.1917,1.707e-05,0.4988
47.8,10.2,1.697e-05,0.4988
47.8,10.2083,1.688e-05,0.4988
47.8,10.2167,1.679e-05,0.4988
47.8,10.225,1.703e-05,0.4988
47.8,10.2333,1.694e-05,0.4988
47.8,10.2417,2.029e-05,0.4988
47.8,10.25,2.018e-05,0.4988
47.8,10.2583,1.666e-05,0.4988
47.8,10.2667,1.657e-05,0.4988
47.8,10.275,1.648e-05,0.4988
47.8,10.2833,1.639e-05,0.4988
47.8,10.2917,1.599e-05,0.4988
47.8,10.3,1.59e-05,0.4988
47.8,10.3083,1.582e-05,0.4988
47.8,10.3167,1.574e-05,0.4988
47.8,10.325,1.565e-05,0.4988
47.8,10.3333,1.557e-05,0.4988
47.8,10.3417,1.549e-05,0.4988
47.8,10.35,1.54e-05,0.4988
47.8,10.3583,2.138e-05,0.4988
47.8,10.3667,2.127e-05,0.4988
47.8,10.375,1.516e-05,0.4988
47.8,10.3833,1.508e-05,0.4988
47.8,10.3917,1.663e-05,0.4988
47.8,10.4,1.654e-05,0.4988
47.8,10.4083,1.485e-05,0.4988
47.8,10.4167,1.477e-05,0.4988
47.8,10.425,1.469e-05,0.4988
47.8,10.4333,1.462e-05,0.4988
47.8,10.4417,2.029e-05,0.4988
47.8,10.45,2.018e-05,0.4988
47.8,10.4583,1.439e-05,0.4988
47.8,10.4667,1.432e-05,0.4988
47.8,10.475,1.424e-05,0.4988
47.8,10.4833,1.417e-05,0.4988
47.8,10.4917,1.409e-05,0.4988
47.8,10.5,1.402e-05,0.4988
47.8,10.5083,1.395e-05,0.4988
47.8,10.5167,1.388e-05,0.4988
47.8,10.525,1.394e-05,0.4988
47.8,10.5333,1.387e-05,0.4988
47.8,10.5417,1.888e-05,0.4988
47.8,10.55,1.879e-05,0.4988
47.8,10.5583,1.353e-05,0.4988
47.8,10.5667,1.346e-05,0.4988
47.8,10.575,1.339e-05,0.4988
47.8,10.5833,1.332e-05,0.4988
47.8,10.5917,1.326e-05,0.4988
47.8,10.6,1.319e-05,0.4988
47.7917,5.9,2.136e-05,0.4988
47.7917,5.9083,2.149e-05,0.4988
47.7917,5.9167,2.163e-05,0.4988
47.7917,5.925,2.177e-05,0.4988
47.7917,5.9333,2.191e-05,0.4988
47.7917,5.9417,2.205e-05,0.4988
47.7917,5.95,2.22e-05,0.4988
47.7917,5.9583,2.234e-05,0.4988
47.7917,5.9667,2.249e-05,0.4988
47.7917,5.975,2.264e-05,0.4988
47.7917,5.9833,2.279e-05,0.4988
47.7917,5.9917,2.294e-05,0.4988
47.7917,6,2.309e-05,0.4988
47.7917,6.0083,2.324e-05,0.4988
47.7917,6.0167,2.34e-05,0.4988
47.7917,6.025,2.355e-05,0.4988
47.7917,6.0333,2.371e-05,0.4988
47.7917,6.0417,2.387e-05,0.4988
47.7917,6.05,2.403e-05,0.4988
47.7917,6.0583,2.419e-05,0.4988
47.7917,6.0667,3.64e-05,0.4988
47.7917,6.075,3.664e-05,0.4988
47.7917,6.0833,3.108e-05,0.4988
47.7917,6.0917,3.129e-05,0.4988
47.7917,6.1,3.967e-05,0.4988
47.7917,6.1083,3.994e-05,0.4988
47.7917,6.1167,3.792e-05,0.4988
47.7917,6.125,3.818e-05,0.4988
47.7917,6.1333,4.078e-05,0.4988
47.7917,6.1417,4.106e-05,0.4988
47.7917,6.15,3.285e-05,0.4988
47.7917,6.1583,3.308e-05,0.4988
47.7917,6.1667,5.464e-05,0.4988
47.7917,6.175,5.502e-05,0.4988
47.7917,6.1833,5.541e-05,0.4988
47.7917,6.1917,5.581e-05,0.4988
47.7917,6.2,2.722e-05,0.4988
47.7917,6.2083,2.742e-05,0.4988
47.7917,6.2167,2.762e-05,0.4988
47.7917,6.225,2.782e-05,0.4988
47.7917,6.2333,2.802e-05,0.4988
47.7917,6.2417,2.822e-05,0.4988
47.7917,6.25,5.87e-05,0.4988
47.7917,6.2583,5.914e-05,0.4988
47.7917,6.2667,5.957e-05,0.4988
47.7917,6.275,6.002e-05,0.4988
47.7917,6.2833,4.641e-05,0.4988
47.7917,6.2917,4.676e-05,0.4988
47.7917,6.3,4.574e-05,0.4988
47.7917,6.3083,4.609e-05,0.4988
47.7917,6.3167,4.782e-05,0.4988
47.7917,6.325,4.819e-05,0.4988
47.7917,6.3333,4.856e-05,0.4988
47.7917,6.3417,4.893e-05,0.4988
47.7917,6.35,4.931e-05,0.4988
47.7917,6.3583,4.969e-05,0.4988
47.7917,6.3667,5.008e-05,0.4988
47.7917,6.375,5.047e-05,0.4988
47.7917,6.3833,5.087e-05,0.4988
47.7917,6.3917,5.127e-05,0.4988
47.7917,6.4,5.168e-05,0.4988
47.7917,6.4083,5.209e-05,0.4988
47.7917,6.4167,5.251e-05,0.4987
47.7917,6.425,5.293e-05,0.4987
47.7917,6.4333,5.336e-05,0.4987
47.7917,6.4417,5.38e-05,0.4987
47.7917,6.45,3.422e-05,0.4987
47.7917,6.4583,3.45e-05,0.4987
47.7917,6.4667,3.479e-05,0.4987
47.7917,6.475,3.508e-05,0.4987
47.7917,6.4833,3.537e-05,0.4987
47.7917,6.4917,3.567e-05,0.4987
47.7917,6.5,3.597e-05,0.4987
47.7917,6.5083,3.628e-05,0.4987
47.7917,6.5167,3.659e-05,0.4987
47.7917,6.525,3.691e-05,0.4987
47.7917,6.5333,3.723e-05,0.4986
47.7917,6.5417,3.755e-05,0.4986
47.7917,6.55,3.788e-05,0.4986
47.7917,6.5583,3.821e-05,0.4986
47.7917,6.5667,3.855e-05,0.4986
47.7917,6.575,3.89e-05,0.4986
47.7917,6.5833,3.925e-05,0.4986
47.7917,6.5917,3.96e-05,0.4986
47.7917,6.6,3.997e-05,0.4986
47.7917,6.6083,4.033e-05,0.4985
47.7917,6.6167,4.071e-05,0.4985
47.7917,6.625,4.108e-05,0.4985
47.7917,6.6333,4.147e-05,0.4985
47.7917,6.6417,4.186e-05,0.4985
47.7917,6.65,4.226e-05,0.4985
47.7917,6.6583,4.267e-05,0.4985
47.7917,6.6667,4.308e-05,0.4984
47.7917,6.675,4.35e-05,0.4984
47.7917,6.6833,4.392e-05,0.4984
47.7917,6.6917,4.436e-05,0.4984
47.7917,6.7,4.48e-05,0.4984
47.7917,6.7083,4.525e-05,0.4983
47.7917,6.7167,4.571e-05,0.4983
47.7917,6.725,4.618e-05,0.4983
47.7917,6.7333,4.665e-05,0.4983
47.7917,6.7417,4.714e-05,0.4983
47.7917,6.75,4.763e-05,0.4982
47.7917,6.7583,4.813e-05,0.4982
47.7917,6.7667,4.865e-05,0.4982
47.7917,6.775,4.917e-05,0.4981
47.7917,6.7833,4.97e-05,0.4981
47.7917,6.7917,5.025e-05,0.4981
47.7917,6.8,5.081e-05,0.4981
47.7917,6.8083,5.137e-05,0.498
47.7917,6.8167,5.195e-05,0.498
47.7917,6.825,5.254e-05,0.498
47.7917,6.8333,5.315e-05,0.4979
47.7917,6.8417,5.376e-05,0.4979
